"hh_income","age","female","mean_wtp","lower","upper"
25,20,0,854.725023891313,543.693716965228,1182.96820324845
25,20,1,569.39462760173,312.90246953178,907.475007187674
25,30,0,917.073682410053,630.711551384887,1217.91147548916
25,30,1,581.319142723771,353.651912748967,859.540001676404
25,40,0,866.654448630213,547.564522862151,1194.46386355932
25,40,1,509.36395753492,291.164699054146,768.636075825507
25,50,0,406.549352257095,179.423966912008,724.334594733315
25,50,1,311.368838174163,144.779402135466,547.111690713956
25,60,0,203.712338270539,73.9380733434669,416.800673419575
25,60,1,185.011044123449,81.3322995325125,348.375759615493
25,70,0,103.071985738699,31.4944352069001,245.628125329871
25,70,1,111.15618010568,44.1792991358006,223.294093376284
25,80,0,106.921447312235,31.5647264714566,296.211701177816
25,80,1,127.881124302185,40.0220576442049,304.014282042064
30,20,0,897.679756841065,605.598071901693,1197.69264417603
30,20,1,591.54740042881,324.442540524374,929.553708556925
30,30,0,960.910919470798,684.29683239624,1276.34342255356
30,30,1,611.830483684171,362.453226059159,942.334093268919
30,40,0,911.63769648194,619.561565250405,1243.74591654579
30,40,1,523.426585743615,293.241939289923,824.498772097418
30,50,0,434.928909423171,202.965333265724,756.509424732346
30,50,1,319.233992694972,150.615381606631,558.965235384418
30,60,0,215.175776888589,86.9705070377919,424.299486398376
30,60,1,185.862060377888,83.3331459556257,351.288886568928
30,70,0,108.839540113638,39.0530636758125,238.68492437067
30,70,1,116.184221347116,44.9283303348505,232.857439230261
30,80,0,114.227799121414,32.3712480315848,274.816509917784
30,80,1,136.780536492818,45.506510491828,298.191437765563
30,85,1,123.230400964357,38.8379521264195,280.827473343865
42.5,20,0,905.801767071269,579.088120644164,1217.92649915346
42.5,20,1,529.755055553314,311.05820920531,824.205275271606
42.5,30,0,978.183110001989,703.500377059992,1267.94217343429
42.5,30,1,556.58515893777,357.83637804411,811.039191303644
42.5,40,0,934.170690677125,647.166798924608,1241.96154233341
42.5,40,1,501.145174172157,296.259063422914,787.537461161708
42.5,50,0,442.718843751914,212.0251886927,720.003175022394
42.5,50,1,278.837156584449,139.272374173237,452.997031497051
42.5,60,0,219.086598245284,94.4159909048387,420.940793256669
42.5,60,1,162.413253404346,77.8866409875405,303.530663452786
42.5,70,0,111.501904895177,41.8774911571105,249.524590751966
42.5,70,1,105.389793819895,42.2179856844653,210.745270660422
42.5,80,0,119.247911705905,32.9829924643665,310.129050583142
42.5,80,1,113.297479408926,35.9710826221294,269.564995193141
62.5,20,0,1068.81908750593,768.129379828887,1353.35652129804
62.5,20,1,563.817661520792,342.979241658922,819.317826467019
62.5,30,0,1152.0220675917,892.624324384717,1403.93419463413
62.5,30,1,604.246173288494,395.808863309127,861.034769042129
62.5,40,0,1102.89107836522,827.985829885458,1380.73725946136
62.5,40,1,553.191112203818,338.698399831206,820.377639770783
62.5,50,0,565.2405471018,311.696211422379,857.378969471568
62.5,50,1,310.651527246617,169.461312262046,513.760303949649
62.5,60,0,288.493908484314,131.12743871822,509.374617166089
62.5,60,1,176.800392486333,83.1083341953701,308.320205225083
62.5,70,0,154.013688094494,58.9403441536597,309.878922640648
62.5,70,1,110.247171059632,49.0367727633663,207.014843558478
62.5,80,0,163.991182558338,48.6121707281634,373.00315383447
62.5,80,1,123.911789112382,40.813421932122,286.70313137928
62.5,85,0,163.991182558338,48.6121707281634,373.00315383447
87.5,20,0,1196.75010833224,853.348333126672,1514.09782340198
87.5,20,1,614.8003661711,351.913244864647,932.233526323011
87.5,30,0,1312.81888895343,1038.67852759756,1556.45721638983
87.5,30,1,704.518894737453,454.715950902867,1016.52523402194
87.5,40,0,1266.36123781555,1005.60882573029,1505.15378684056
87.5,40,1,628.188355745542,396.778719059551,908.816871910637
87.5,50,0,738.743911009724,430.007033967329,1075.69743003261
87.5,50,1,384.940174827576,198.502373600859,651.854726735333
87.5,60,0,394.577775434648,199.814859795991,659.872329036085
87.5,60,1,221.964442849342,102.944707153898,401.365723960164
87.5,70,0,221.866111633001,89.9118738045957,419.006773634007
87.5,70,1,146.922512846796,59.4506142173903,281.299283628894
87.5,80,0,226.858255974783,74.7648368814397,500.000291094218
87.5,80,1,149.084768955397,49.0091316963807,343.388214649804
125,20,0,1244.76817933151,920.301474670481,1542.36784404687
125,20,1,623.200839221835,343.936260925594,931.657820248509
125,30,0,1381.25412644245,1131.48104778071,1610.43294575152
125,30,1,714.131642686508,457.973507416983,1009.51411479921
125,40,0,1352.41852596805,1124.16753917638,1582.09323805
125,40,1,647.589411242723,394.758254938633,910.429930455264
125,50,0,785.69905193205,510.325668748379,1074.1611026956
125,50,1,393.00305449024,210.843296569752,660.420794445084
125,60,0,446.207966674781,230.262582336574,729.108274322589
125,60,1,226.877503002083,111.00115927134,398.113182418812
125,70,0,246.494820417649,103.122325656312,454.534215963156
125,70,1,143.006829093811,58.8354552055999,276.102494608673
125,80,0,251.848549089185,77.8976160331936,499.840854498811
125,80,1,141.658082148031,43.8697418874166,308.693935400519
175,20,1,1007.77027979327,595.245384456556,1439.26980424799
175,30,0,1664.83941219843,1428.60550342553,1844.21079659933
175,30,1,1092.97539166939,769.428182563151,1406.47599437099
175,40,0,1648.03365766018,1440.76382465888,1819.92579546703
175,40,1,1055.59111828812,722.323452953056,1405.96514833083
175,50,0,1165.91747645636,844.476391030349,1472.98100643089
175,50,1,731.550975966773,422.72365336413,1102.71960447907
175,60,0,771.164327627779,456.182926822524,1140.30811927768
175,60,1,452.663708753629,224.485848617191,741.321286912648
175,70,1,304.052434332513,130.059152843314,540.378524959961
175,80,0,491.690437605089,186.028728744822,921.639810292296
200,20,0,1781.32897268326,1530.70548782606,1929.02970248124
200,30,0,1843.07874391356,1658.92681131463,1951.86367517071
200,30,1,1454.60128395214,1099.50741772457,1753.50712945579
200,40,0,1836.98992213584,1693.51986033982,1942.42327955356
200,40,1,1395.28759248672,1081.05341091834,1686.14345030677
200,50,0,1500.166747701,1154.21991900731,1783.92165508819
200,50,1,1089.34739369411,692.560976414643,1487.50492256294
200,60,0,1139.73486946441,738.679536153175,1557.27809715856
200,60,1,809.681015375169,427.359525015231,1260.22131127284
200,70,1,599.347869316323,270.43313087086,1028.42531178547
200,80,1,595.967103333863,224.25291945099,1069.14342347491
